INDEX,SMILES,ID,STATE_50,VAL,logD,MW,XLOGP,CLOGP,TPSA,HBD,HBA,LOGP_COLOR,MW_COLOR,LOGD_COLOR
551,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,8873,zwitterionic,0.4,-2.31,924.079,3.595,-4.58,319.61,11,17,green,red,green
552,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/c3csc(n3)N)SC1)C(=O)O,1376034,acidic,0.4,-3.32,397.429,0.604,-0.6,147.21,2,7,green,green,green
553,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)N)SC1)C(=O)O,555972,zwitterionic,0.4,-2.4,347.389,0.003,-3.53,112.73,2,4,green,green,green
554,CNC1=Nc2ccc(cc2C(=[N+](C1)[O-])c3ccccc3)Cl,2431,neutral,0.4,1.46,299.755,1.568,3.05,50.46,1,2,yellow,green,green
555,c1cc(ccc1N)S(=O)(=O)c2ccc(cc2)N,126356,neutral,0.4,1.27,248.301,1.125,1.27,86.18,2,2,green,green,green
556,CN1c2ccc(cc2C(=NCC1=O)c3ccccc3)Cl,721,neutral,0.4,3.08,284.74,2.662,3.08,32.67,0,2,yellow,green,yellow
557,CC(C)N(CCC(c1ccccc1)(c2ccccn2)C(=O)N)C(C)C,11143,basic,0.4,0.57,339.474,3.188,3.47,59.22,1,2,yellow,green,green
558,C(=O)(O)P(=O)(O)O,27780,acidic,0.4,-7.58,126.005,-1.026,-0.83,94.83,2,5,green,green,green
559,CN(Cc1cnc2c(n1)c(nc(n2)N)N)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,49931,acidic,0.4,-6.56,454.439,-0.619,-0.51,210.54,3,9,green,yellow,green
560,c1ccc(cc1)C2(C(=O)NC(=O)N2)c3ccccc3,921,neutral,0.4,2.14,252.268,1.813,2.15,58.2,2,2,green,green,yellow
561,C[C@H]1[C@@H](C(=O)N1S(=O)(=O)O)NC(=O)/C(=N\OC(C)(C)C(=O)O)/c2csc(n2)N,61680,acidic,0.5,-6.12,435.433,-0.383,-4.15,201.58,3,10,green,yellow,green
562,c1ccc2c(c1)C(=O)NC2(c3ccc(c(c3)S(=O)(=O)N)Cl)O,134333,neutral,0.5,1.58,338.766,1.437,1.6,109.49,3,4,green,green,green
563,c1nc2c(=O)[nH]c(nc2n1COC(CO)CO)N,365284,neutral,0.5,-2.18,255.231,-2.013,-2.18,139.28,4,6,green,green,green
564,CC1CN(CCN1)c2c(cc3c(c2OC)n(cc(c3=O)C(=O)O)C4CC4)F,1712,zwitterionic,0.5,-0.58,375.394,0.049,-1.24,83.8,1,4,green,green,green
565,C[C@H]1COc2c3n1cc(c(=O)c3cc(c2N4CCN(CC4)C)F)C(=O)O,1795,acidic,0.5,-0.28,361.368,-0.031,0.65,75.01,0,4,green,green,green
566,CCOc1ccccc1OCCN[C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,61181,basic,0.5,0.47,408.512,2.903,2.02,99.88,2,5,green,yellow,green
567,CCS(=O)(=O)CCn1c(ncc1[N+](=O)[O-])C,222633,neutral,0.5,-0.58,247.272,0.137,-0.58,95.1,0,5,green,green,green
568,CC[C@@]1(C[C@H]2C[C@@](c3c(c4ccccc4[nH]3)CCN(C2)C1)(c5cc6c(cc5OC)N([C@@H]7[C@]68CCN9[C@H]8[C@@](C=CC9)([C@H]([C@@]7(C(=O)OC)O)OC(=O)C)CC)C)C(=O)OC)O,71516,basic,0.5,1.81,810.974,4.715,4.18,154.1,3,9,yellow,red,green
569,C[N+]1(CCCC1)CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/c4csc(n4)N)SC2)C(=O)[O-],372385,acidic,0.6,-3.45,480.561,-1.519,-4.47,150.04,2,7,green,yellow,green
570,C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OCC(=O)O)/c3csc(n3)N)SC1)C(=O)O,430642,acidic,0.6,-7.09,453.45,0.052,-1.22,184.51,2,9,green,yellow,green
571,Cc1c(c(no1)c2ccccc2Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,76766,acidic,0.6,-0.98,435.881,3.381,2.3,112.74,1,6,green,yellow,green
572,c1cc(c(c(c1)Cl)Cl)c2c(nc(nn2)N)N,38727,neutral,0.6,1.91,256.091,2.342,1.93,90.71,2,3,green,green,green
573,c1cc(ccc1C#N)C(c2ccc(cc2)C#N)n3cncn3,374548,neutral,0.6,2.94,285.303,2.852,2.94,78.29,0,4,green,green,yellow
574,C[C@]1(c2cccc(c2C(=O)C3=C([C@]4([C@@H](C[C@@H]31)[C@@H](C(=C(C4=O)C(=O)N)O)N(C)C)O)O)O)O,373985,acidic,0.6,-3.7,444.435,-0.003,-3.65,181.62,6,8,green,yellow,green
575,c1cc(ccc1[C@H](C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)CSc4c[nH]nn4)C(=O)O)N)O,624270,acidic,0.7,-2.46,462.503,-0.521,-3.74,174.53,4,7,green,yellow,green
576,c1cc(oc1)CNc2cc(c(cc2C(=O)O)S(=O)(=O)N)Cl,2046,acidic,0.7,-1.25,330.744,2.03,1.75,122.63,2,5,green,green,green
577,C[C@@H]1C(=O)O[C@@H]2[C@]1([C@@]34C(=O)O[C@H]5[C@]3(C2)[C@@]6([C@@H](C5)C(C)(C)C)[C@H](C(=O)O[C@H]6O4)O)O,464397,neutral,0.7,0.34,408.399,-1.933,0.34,128.59,2,9,green,yellow,green
578,c1c(c(cc2c1NCNS2(=O)=O)S(=O)(=O)N)C(F)(F)F,583522,neutral,0.7,-0.31,331.292,0.339,-0.3,118.36,3,4,green,green,green
579,Cc1ncc(n1CCO)[N+](=O)[O-],27912,neutral,0.7,-0.46,171.154,-0.093,-0.46,81.19,1,4,green,green,green
580,C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(/C1)\C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC,924,neutral,0.7,5.59,804.018,4.205,5.59,178.36,3,12,red,red,red
581,Cc1c(c(no1)c2c(cccc2Cl)Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,77085,acidic,0.8,-0.38,470.326,3.961,2.91,112.74,1,6,green,yellow,green
582,Cn1c2c(c(=O)n(c1=O)C)n(cn2)CC(CO)O,581819,neutral,0.8,-1.87,254.243,-1.684,-1.87,102.28,2,5,green,green,green
583,CC1COc2c3n1cc(c(=O)c3cc(c2N4CCN(CC4)C)F)C(=O)O,146,acidic,0.8,-0.28,361.368,-0.394,0.65,75.01,0,4,green,green,green
584,c1ccc(cc1)C(CCN2CCCC2)(C3CCCCC3)O,139241,basic,0.8,1.75,287.44,4.134,3.79,23.47,1,1,yellow,green,green
585,CCOc1ccccc1OC(c2ccccc2)C3CNCCO3,14263,basic,0.8,2.65,313.391,3.169,3.28,39.72,1,3,yellow,green,yellow
586,Cn1c2c(c(=O)n(c1=O)C)[nH]cn2,381693,neutral,0.8,-0.89,180.164,-0.527,-0.77,72.68,1,3,green,green,green
587,c1ccc(c(c1)C2=NCC(=O)Nc3c2cc(cc3)[N+](=O)[O-])Cl,2465,neutral,0.9,3.15,315.711,3.153,3.15,84.6,1,4,yellow,green,yellow
588,CN1CCN(CC1)c2c(cc3c(c2F)n(cc(c3=O)C(=O)O)CCF)F,210,acidic,0.9,0.1,369.338,-0.075,1.12,65.78,0,3,green,green,green
589,c1ccc(cc1)C2=NCC(=O)Nc3c2cc(cc3)[N+](=O)[O-],11745,neutral,0.9,2.55,281.266,2.541,2.55,84.6,1,4,green,green,yellow
590,c1cc(c(cc1N/N=C/2\C=CC(=O)C(=C2)C(=O)O)C(=O)O)O,583525,acidic,0.9,-3.93,302.239,2.153,1.24,136.29,2,7,green,green,green
591,c1c2c(c(c(c1F)N3C[C@H](C4(C3)CC4)N)Cl)n(cc(c2=O)C(=O)O)[C@@H]5C[C@@H]5F,179239,zwitterionic,0.9,-0.16,409.814,0.729,-1.55,88.56,1,3,green,yellow,green
592,CCCCNc1cc(cc(c1Oc2ccccc2)S(=O)(=O)N)C(=O)O,139281,acidic,1.0,-0.13,364.416,3.028,2.42,118.72,2,5,green,green,green
593,C1CNP(=O)(OC1)N(CCCl)CCCl,8417,neutral,1.0,0.1,261.086,0.972,0.1,41.57,1,2,green,green,green
594,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(c(c1)Cl)Cl,343064,acidic,1.0,0.24,461.379,3.265,3.37,95.94,1,5,yellow,yellow,green
595,COc1cc2c(cc1OC)nc(nc2N)N3CCN(CC3)C(=O)C4CCCO4,23093,neutral,1.0,0.95,387.433,0.953,1.18,103.04,1,6,green,green,green
596,CC(CC(c1ccccc1)c2ccccc2)NC(C)(C)C,308699,basic,1.0,2.23,281.435,4.663,5.16,12.03,1,0,red,green,yellow
